FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
240308;1200;;;
240308;1300;;;
240308;1400;;;
240308;1500;;;
240308;1600;;;
240308;1700;;;
240308;1800;;;
240308;1900;;;
240308;2000;;;
240308;2100;;;
240308;2200;;;
240308;2300;;;
240309;0000;;;
240309;0100;;;
240309;0200;;;
240309;0300;;;
240309;0400;;;
240309;0500;;;
240309;0600;;;
240309;0700;;;
240309;0800;;;
240309;0900;;;
240309;1000;;;
240309;1100;;;
240309;1200;;;
240309;1300;;;
240309;1400;;;
240309;1500;;;
240309;1600;;;
240309;1700;;;
240309;1800;;;
240309;1900;;;
240309;2000;;;
240309;2100;;;
240309;2200;;;
240309;2300;;;
240310;0000;;;
240310;0100;;;
240310;0200;;;
240310;0300;;;
240310;0400;;;
240310;0500;;;
240310;0600;;;
240310;0700;;;
240310;0800;;;
240310;0900;;;
240310;1000;;;
240310;1100;;;
240310;1200;;;
240310;1300;;;
240310;1400;;;
240310;1500;;;
240310;1600;;;
240310;1700;;;
240310;1800;;;
240310;1900;;;
240310;2000;;;
240310;2100;;;
240310;2200;;;
240310;2300;;;
240311;0000;;;
240311;0100;;;
240311;0200;;;
240311;0300;;;
240311;0400;;;
240311;0500;;;
240311;0600;;;
240311;0700;;;
240311;0800;;;
240311;0900;;;
240311;1000;;;
240311;1100;;;
240311;1200;;;
240311;1300;20;;
240311;1400;16;;
240311;1500;13;;
240311;1600;9;;
240311;1700;10;;
240311;1800;8;;
240311;1900;9;;
240311;2000;11;;
240311;2100;9;;
240311;2200;8;;
240311;2300;10;;
240312;0000;10;;
240312;0100;8;;
240312;0200;6;;
240312;0300;8;;
240312;0400;7;;
240312;0500;8;;
240312;0600;8;;
240312;0700;12;;
240312;0800;11;;
240312;0900;12;;
240312;1000;13;;
240312;1100;11;;
240312;1200;19;;
240312;1300;13;;
240312;1400;15;;
240312;1500;14;;
240312;1600;10;;
240312;1700;8;;
240312;1800;7;;
240312;1900;7;;
240312;2000;9;;
240312;2100;8;;
240312;2200;8;;
240312;2300;7;;
240313;0000;4;;
240313;0100;8;;
240313;0200;10;;
240313;0300;10;;
240313;0400;8;;
240313;0500;7;;
240313;0600;5;;
240313;0700;16;;
240313;0800;11;;
240313;0900;9;;
240313;1000;7;;
240313;1100;10;;
240313;1200;7;;
240313;1300;17;;
240313;1400;18;;
240313;1500;14;;
240313;1600;9;;
240313;1700;8;;
240313;1800;6;;
240313;1900;4;;
240313;2000;11;;
240313;2100;11;;
240313;2200;10;;
240313;2300;12;;
240314;0000;8;;
240314;0100;7;;
240314;0200;7;;
240314;0300;5;;
240314;0400;6;;
240314;0500;8;;
240314;0600;10;;
240314;0700;9;;
240314;0800;9;;
240314;0900;8;;
240314;1000;12;;
240314;1100;11;;
240314;1200;16;;
240314;1300;25;;
240314;1400;17;;
240314;1500;12;;
240314;1600;11;;
240314;1700;10;;
240314;1800;8;;
240314;1900;8;;
240314;2000;10;;
240314;2100;10;;
240314;2200;12;;
240314;2300;11;;
240315;0000;8;;
240315;0100;10;;
240315;0200;9;;
240315;0300;7;;
240315;0400;7;;
240315;0500;10;;
240315;0600;10;;
240315;0700;12;;
240315;0800;11;;
240315;0900;15;;
240315;1000;16;;
240315;1100;16;;
240315;1200;14;;
240315;1300;17;;
240315;1400;24;;
240315;1500;15;;
240315;1600;10;;
240315;1700;10;;
240315;1800;9;;
240315;1900;13;;
240315;2000;12;;
240315;2100;19;;
240315;2200;20;;
240315;2300;19;;
240316;0000;15;;
240316;0100;17;;
240316;0200;13;;
240316;0300;14;;
240316;0400;15;;
240316;0500;13;;
240316;0600;11;;
240316;0700;12;;
240316;0800;11;;
240316;0900;15;;
240316;1000;16;;
240316;1100;18;;
240316;1200;20;;
240316;1300;22;;
240316;1400;18;;
240316;1500;12;;
240316;1600;9;;
240316;1700;7;;
240316;1800;8;;
240316;1900;12;;
240316;2000;11;;
240316;2100;12;;
240316;2200;18;;
240316;2300;15;;
240317;0000;12;;
240317;0100;13;;
240317;0200;10;;
240317;0300;14;;
240317;0400;13;;
240317;0500;10;;
240317;0600;10;;
240317;0700;9;;
240317;0800;15;;
240317;0900;11;;
240317;1000;9;;
240317;1100;11;;
240317;1200;18;;
240317;1300;11;;
240317;1400;15;;
240317;1500;13;;
240317;1600;10;;
240317;1700;10;;
240317;1800;8;;
240317;1900;6;;
240317;2000;8;;
240317;2100;10;;
240317;2200;15;;
240317;2300;17;;
240318;0000;9;;
240318;0100;9;;
240318;0200;9;;
240318;0300;10;;
240318;0400;11;;
240318;0500;10;;
240318;0600;14;;
240318;0700;15;;
240318;0800;15;;
240318;0900;13;;
240318;1000;17;;
240318;1100;14;;
240318;1200;23;;
240318;1300;18;;
240318;1400;18;;
240318;1500;13;;
240318;1600;10;;
240318;1700;12;;
240318;1800;8;;
240318;1900;8;;
240318;2000;12;;
240318;2100;10;;
240318;2200;12;;
240318;2300;9;;
240319;0000;9;;
240319;0100;8;;
240319;0200;9;;
240319;0300;9;;
240319;0400;11;;
240319;0500;9;;
240319;0600;12;;
240319;0700;13;;
240319;0800;13;;
240319;0900;13;;
240319;1000;9;;
240319;1100;9;;
240319;1200;20;;
240319;1300;15;;
240319;1400;13;;
240319;1500;10;;
240319;1600;14;;
240319;1700;14;;
240319;1800;14;;
240319;1900;17;;
240319;2000;16;;
240319;2100;19;;
240319;2200;16;;
240319;2300;12;;
240320;0000;14;;
240320;0100;11;;
240320;0200;11;;
240320;0300;15;;
240320;0400;6;;
240320;0500;11;;
240320;0600;17;;
240320;0700;13;;
240320;0800;13;;
240320;0900;16;;
240320;1000;16;;
240320;1100;20;;
240320;1200;26;;
240320;1300;24;;
240320;1400;16;;
240320;1500;16;;
240320;1600;17;;
240320;1700;19;;
240320;1800;17;;
240320;1900;17;;
240320;2000;13;;
240320;2100;15;;
240320;2200;15;;
240320;2300;16;;
240321;0000;13;;
240321;0100;18;;
240321;0200;14;;
240321;0300;15;;
240321;0400;17;;
240321;0500;16;;
240321;0600;17;;
240321;0700;18;;
240321;0800;15;;
240321;0900;22;;
240321;1000;23;;
240321;1100;23;;
240321;1200;19;;
240321;1300;19;;
240321;1400;19;;
240321;1500;22;;
240321;1600;13;;
240321;1700;12;;
240321;1800;9;;
240321;1900;8;;
240321;2000;11;;
240321;2100;12;;
240321;2200;10;;
240321;2300;18;;
240322;0000;10;;
240322;0100;8;;
240322;0200;12;;
240322;0300;10;;
240322;0400;10;;
240322;0500;9;;
240322;0600;11;;
240322;0700;14;;
240322;0800;15;;
240322;0900;13;;
240322;1000;12;;
240322;1100;10;;
240322;1200;11;;
240322;1300;20;;
240322;1400;12;;
240322;1500;11;;
240322;1600;11;;
240322;1700;10;;
240322;1800;9;;
240322;1900;8;;
240322;2000;13;;
240322;2100;9;;
240322;2200;12;;
240322;2300;10;;
240323;0000;9;;
240323;0100;7;;
240323;0200;10;;
240323;0300;10;;
240323;0400;10;;
240323;0500;6;;
240323;0600;7;;
240323;0700;11;;
240323;0800;6;;
240323;0900;9;;
240323;1000;7;;
240323;1100;6;;
240323;1200;8;;
240323;1300;14;;
240323;1400;17;;
240323;1500;6;;
240323;1600;9;;
240323;1700;6;;
240323;1800;8;;
240323;1900;7;;
240323;2000;12;;
240323;2100;10;;
240323;2200;11;;
240323;2300;11;;
240324;0000;13;;
240324;0100;9;;
240324;0200;10;;
240324;0300;11;;
240324;0400;8;;
240324;0500;9;;
240324;0600;10;;
240324;0700;9;;
240324;0800;9;;
240324;0900;6;;
240324;1000;5;;
240324;1100;8;;
240324;1200;12;;
240324;1300;13;;
240324;1400;12;;
240324;1500;10;;
240324;1600;12;;
240324;1700;10;;
240324;1800;10;;
240324;1900;10;;
240324;2000;14;;
240324;2100;8;;
240324;2200;12;;
240324;2300;9;;
240325;0000;6;;
240325;0100;8;;
240325;0200;8;;
240325;0300;10;;
240325;0400;10;;
240325;0500;11;;
240325;0600;9;;
240325;0700;10;;
240325;0800;15;;
240325;0900;10;;
240325;1000;10;;
240325;1100;14;;
240325;1200;10;;
240325;1300;13;;
240325;1400;16;;
240325;1500;10;;
240325;1600;10;;
240325;1700;12;;
240325;1800;9;;
240325;1900;13;;
240325;2000;10;;
240325;2100;14;;
240325;2200;12;;
240325;2300;10;;
240326;0000;11;;
240326;0100;11;;
240326;0200;11;;
240326;0300;9;;
240326;0400;8;;
240326;0500;9;;
240326;0600;8;;
240326;0700;14;;
240326;0800;13;;
240326;0900;12;;
240326;1000;9;;
240326;1100;19;;
240326;1200;22;;
240326;1300;21;;
240326;1400;19;;
240326;1500;15;;
240326;1600;16;;
240326;1700;13;;
240326;1800;14;;
240326;1900;13;;
240326;2000;11;;
240326;2100;18;;
240326;2200;12;;
240326;2300;12;;
240327;0000;16;;
240327;0100;12;;
240327;0200;13;;
240327;0300;15;;
240327;0400;13;;
240327;0500;11;;
240327;0600;11;;
240327;0700;12;;
240327;0800;13;;
240327;0900;13;;
240327;1000;13;;
240327;1100;19;;
240327;1200;20;;
240327;1300;24;;
240327;1400;15;;
240327;1500;14;;
240327;1600;12;;
240327;1700;10;;
240327;1800;9;;
240327;1900;10;;
240327;2000;9;;
240327;2100;9;;
240327;2200;11;;
240327;2300;11;;
240328;0000;9;;
240328;0100;16;;
240328;0200;9;;
240328;0300;9;;
240328;0400;13;;
240328;0500;10;;
240328;0600;11;;
240328;0700;14;;
240328;0800;14;;
240328;0900;16;;
240328;1000;13;;
240328;1100;11;;
240328;1200;21;;
240328;1300;17;;
240328;1400;9;;
240328;1500;17;;
240328;1600;13;;
240328;1700;11;;
240328;1800;9;;
240328;1900;11;;
240328;2000;10;;
240328;2100;13;;
240328;2200;14;;
240328;2300;11;;
240329;0000;15;;
240329;0100;16;;
240329;0200;15;;
240329;0300;13;;
240329;0400;10;;
240329;0500;15;;
240329;0600;13;;
240329;0700;12;;
240329;0800;16;;
240329;0900;10;;
240329;1000;11;;
240329;1100;17;;
240329;1200;19;;
240329;1300;19;;
240329;1400;16;;
240329;1500;14;;
240329;1600;16;;
240329;1700;15;;
240329;1800;16;;
240329;1900;15;;
240329;2000;14;;
240329;2100;20;;
240329;2200;15;;
240329;2300;17;;
240330;0000;19;;
240330;0100;14;;
240330;0200;16;;
240330;0300;16;;
240330;0400;19;;
240330;0500;17;;
240330;0600;13;;
240330;0700;14;;
240330;0800;17;;
240330;0900;12;;
240330;1000;17;;
240330;1100;25;;
240330;1200;17;;
240330;1300;21;;
240330;1400;20;;
240330;1500;21;;
240330;1600;15;;
240330;1700;14;;
240330;1800;11;;
240330;1900;12;;
240330;2000;13;;
240330;2100;14;;
240330;2200;13;;
240330;2300;11;;
240331;0000;10;;
240331;0100;9;;
240331;0200;7;;
240331;0300;13;;
240331;0400;10;;
240331;0500;14;;
240331;0600;12;;
240331;0700;9;;
240331;0800;8;;
240331;0900;11;;
240331;1000;10;;
240331;1100;10;;
240331;1200;17;;
240331;1300;9;;
240331;1400;5;;
240331;1500;6;;
240331;1600;7;;
240331;1700;4;;
240331;1800;2;;
240331;1900;6;;
240331;2000;6;;
240331;2100;3;;
240331;2200;4;;
240331;2300;7;;
240401;0000;6;;
240401;0100;5;;
240401;0200;8;;
240401;0300;8;;
240401;0400;10;;
240401;0500;8;;
240401;0600;9;;
240401;0700;12;;
240401;0800;11;;
240401;0900;13;;
240401;1000;7;;
240401;1100;5;;
240401;1200;14;;
240401;1300;16;;
240401;1400;14;;
240401;1500;21;;
240401;1600;13;;
240401;1700;14;;
240401;1800;12;;
240401;1900;9;;
240401;2000;6;;
240401;2100;7;;
240401;2200;7;;
240401;2300;9;;
240402;0000;8;;
240402;0100;9;;
240402;0200;12;;
240402;0300;12;;
240402;0400;12;;
240402;0500;10;;
240402;0600;9;;
240402;0700;14;;
240402;0800;12;;
240402;0900;13;;
240402;1000;18;;
240402;1100;11;;
240402;1200;12;;
240402;1300;11;;
240402;1400;11;;
240402;1500;9;;
240402;1600;11;;
240402;1700;12;;
240402;1800;17;;
240402;1900;16;;
240402;2000;14;;
240402;2100;20;;
240402;2200;17;;
240402;2300;14;;
240403;0000;16;;
240403;0100;9;;
240403;0200;14;;
240403;0300;15;;
240403;0400;16;;
240403;0500;12;;
240403;0600;12;;
240403;0700;10;;
240403;0800;14;;
240403;0900;10;;
240403;1000;15;;
240403;1100;11;;
240403;1200;18;;
240403;1300;24;;
240403;1400;18;;
240403;1500;30;;
240403;1600;24;;
240403;1700;25;;
240403;1800;17;;
240403;1900;23;;
240403;2000;19;;
240403;2100;17;;
240403;2200;16;;
240403;2300;18;;
240404;0000;18;;
240404;0100;19;;
240404;0200;13;;
240404;0300;12;;
240404;0400;10;;
240404;0500;12;;
240404;0600;9;;
240404;0700;15;;
240404;0800;19;;
240404;0900;18;;
240404;1000;19;;
240404;1100;22;;
240404;1200;22;;
240404;1300;25;;
240404;1400;24;;
240404;1500;28;;
240404;1600;13;;
240404;1700;11;;
240404;1800;12;;
240404;1900;13;;
240404;2000;16;;
240404;2100;14;;
240404;2200;13;;
240404;2300;14;;
240405;0000;12;;
240405;0100;13;;
240405;0200;9;;
240405;0300;6;;
240405;0400;6;;
240405;0500;10;;
240405;0600;11;;
240405;0700;14;;
240405;0800;13;;
240405;0900;10;;
240405;1000;16;;
240405;1100;10;;
240405;1200;17;;
240405;1300;22;;
240405;1400;26;;
240405;1500;15;;
240405;1600;14;;
240405;1700;8;;
240405;1800;11;;
240405;1900;15;;
240405;2000;14;;
240405;2100;19;;
240405;2200;11;;
240405;2300;16;;
240406;0000;10;;
240406;0100;15;;
240406;0200;11;;
240406;0300;8;;
240406;0400;11;;
240406;0500;10;;
240406;0600;10;;
240406;0700;6;;
240406;0800;13;;
240406;0900;9;;
240406;1000;8;;
240406;1100;12;;
240406;1200;12;;
240406;1300;13;;
240406;1400;15;;
240406;1500;13;;
240406;1600;11;;
240406;1700;10;;
240406;1800;6;;
240406;1900;15;;
240406;2000;16;;
240406;2100;14;;
240406;2200;15;;
240406;2300;14;;
240407;0000;17;;
240407;0100;10;;
240407;0200;9;;
240407;0300;8;;
240407;0400;6;;
240407;0500;10;;
240407;0600;9;;
240407;0700;8;;
240407;0800;8;;
240407;0900;5;;
240407;1000;8;;
240407;1100;9;;
240407;1200;15;;
240407;1300;14;;
240407;1400;15;;
240407;1500;20;;
240407;1600;12;;
240407;1700;11;;
240407;1800;14;;
240407;1900;14;;
240407;2000;14;;
240407;2100;10;;
240407;2200;13;;
240407;2300;13;;
240408;0000;11;;
240408;0100;13;;
240408;0200;9;;
240408;0300;8;;
240408;0400;12;;
240408;0500;9;;
240408;0600;13;;
240408;0700;14;;
240408;0800;19;;
240408;0900;12;;
240408;1000;9;;
240408;1100;15;;
240408;1200;21;;
240408;1300;17;;
240408;1400;16;;
240408;1500;16;;
240408;1600;16;;
240408;1700;12;;
240408;1800;13;;
240408;1900;16;;
240408;2000;18;;
240408;2100;15;;
240408;2200;14;;
240408;2300;20;;
240409;0000;15;;
240409;0100;16;;
240409;0200;16;;
240409;0300;8;;
240409;0400;13;;
240409;0500;9;;
240409;0600;15;;
240409;0700;15;;
240409;0800;16;;
240409;0900;17;;
240409;1000;22;;
240409;1100;15;;
240409;1200;21;;
240409;1300;22;;
240409;1400;18;;
240409;1500;20;;
240409;1600;14;;
240409;1700;11;;
240409;1800;8;;
240409;1900;21;;
240409;2000;19;;
240409;2100;20;;
240409;2200;25;;
240409;2300;20;;
240410;0000;25;;
240410;0100;30;;
240410;0200;33;;
240410;0300;29;;
240410;0400;27;;
240410;0500;23;;
240410;0600;19;;
240410;0700;18;;
240410;0800;29;;
240410;0900;32;;
240410;1000;22;;
240410;1100;30;;
240410;1200;26;;
240410;1300;28;;
240410;1400;20;;
240410;1500;13;;
240410;1600;10;;
240410;1700;8;;
240410;1800;10;;
240410;1900;9;;
240410;2000;12;;
240410;2100;13;;
240410;2200;11;;
240410;2300;8;;
240411;0000;12;;
240411;0100;11;;
240411;0200;10;;
240411;0300;11;;
240411;0400;12;;
240411;0500;9;;
240411;0600;12;;
240411;0700;10;;
240411;0800;10;;
240411;0900;17;;
240411;1000;18;;
240411;1100;22;;
240411;1200;30;;
240411;1300;24;;
240411;1400;26;;
240411;1500;23;;
240411;1600;20;;
240411;1700;13;;
240411;1800;18;;
240411;1900;13;;
240411;2000;16;;
240411;2100;15;;
240411;2200;17;;
240411;2300;12;;
240412;0000;15;;
240412;0100;17;;
240412;0200;11;;
240412;0300;10;;
240412;0400;8;;
240412;0500;8;;
240412;0600;12;;
240412;0700;10;;
240412;0800;12;;
240412;0900;13;;
240412;1000;13;;
240412;1100;17;;
240412;1200;18;;
240412;1300;28;;
240412;1400;22;;
240412;1500;18;;
240412;1600;23;;
240412;1700;13;;
240412;1800;14;;
240412;1900;17;;
240412;2000;14;;
240412;2100;14;;
240412;2200;16;;
240412;2300;18;;
240413;0000;18;;
240413;0100;17;;
240413;0200;18;;
240413;0300;16;;
240413;0400;17;;
240413;0500;15;;
240413;0600;12;;
240413;0700;16;;
240413;0800;20;;
240413;0900;21;;
240413;1000;21;;
240413;1100;24;;
240413;1200;29;;
240413;1300;28;;
240413;1400;28;;
240413;1500;23;;
240413;1600;28;;
240413;1700;19;;
240413;1800;13;;
240413;1900;14;;
240413;2000;11;;
240413;2100;11;;
240413;2200;9;;
240413;2300;10;;
240414;0000;14;;
240414;0100;13;;
240414;0200;12;;
240414;0300;9;;
240414;0400;7;;
240414;0500;9;;
240414;0600;13;;
240414;0700;11;;
240414;0800;17;;
240414;0900;22;;
240414;1000;15;;
240414;1100;13;;
240414;1200;18;;
240414;1300;18;;
240414;1400;19;;
240414;1500;16;;
240414;1600;14;;
240414;1700;9;;
240414;1800;9;;
240414;1900;7;;
240414;2000;5;;
240414;2100;5;;
240414;2200;10;;
240414;2300;6;;
240415;0000;9;;
240415;0100;7;;
240415;0200;5;;
240415;0300;5;;
240415;0400;5;;
240415;0500;7;;
240415;0600;8;;
240415;0700;6;;
240415;0800;4;;
240415;0900;8;;
240415;1000;9;;
240415;1100;8;;
240415;1200;6;;
240415;1300;5;;
240415;1400;9;;
240415;1500;6;;
240415;1600;4;;
240415;1700;4;;
240415;1800;3;;
240415;1900;2;;
240415;2000;6;;
240415;2100;4;;
240415;2200;3;;
240415;2300;2;;
240416;0000;1;;
240416;0100;3;;
240416;0200;4;;
240416;0300;2;;
240416;0400;1;;
240416;0500;1;;
240416;0600;4;;
240416;0700;4;;
240416;0800;3;;
240416;0900;5;;
240416;1000;10;;
240416;1100;9;;
240416;1200;8;;
240416;1300;15;;
240416;1400;14;;
240416;1500;16;;
240416;1600;18;;
240416;1700;14;;
240416;1800;17;;
240416;1900;14;;
240416;2000;15;;
240416;2100;13;;
240416;2200;15;;
240416;2300;15;;
240417;0000;11;;
240417;0100;12;;
240417;0200;11;;
240417;0300;13;;
240417;0400;9;;
240417;0500;6;;
240417;0600;6;;
240417;0700;6;;
240417;0800;8;;
240417;0900;10;;
240417;1000;7;;
240417;1100;10;;
240417;1200;12;;
240417;1300;12;;
240417;1400;13;;
240417;1500;10;;
240417;1600;19;;
240417;1700;14;;
240417;1800;12;;
240417;1900;13;;
240417;2000;14;;
240417;2100;13;;
240417;2200;14;;
240417;2300;10;;
240418;0000;11;;
240418;0100;11;;
240418;0200;8;;
240418;0300;6;;
240418;0400;5;;
240418;0500;3;;
240418;0600;6;;
240418;0700;4;;
240418;0800;7;;
240418;0900;13;;
240418;1000;18;;
240418;1100;19;;
240418;1200;28;;
240418;1300;21;;
240418;1400;31;;
240418;1500;23;;
240418;1600;12;;
240418;1700;8;;
240418;1800;8;;
240418;1900;11;;
240418;2000;13;;
240418;2100;13;;
240418;2200;11;;
240418;2300;16;;
240419;0000;8;;
240419;0100;11;;
240419;0200;12;;
240419;0300;12;;
240419;0400;10;;
240419;0500;5;;
240419;0600;6;;
240419;0700;8;;
240419;0800;9;;
240419;0900;16;;
240419;1000;15;;
240419;1100;19;;
240419;1200;20;;
240419;1300;13;;
240419;1400;12;;
240419;1500;15;;
240419;1600;22;;
240419;1700;19;;
240419;1800;20;;
240419;1900;17;;
240419;2000;25;;
240419;2100;25;;
240419;2200;25;;
240419;2300;20;;
240420;0000;25;;
240420;0100;23;;
240420;0200;20;;
240420;0300;17;;
240420;0400;12;;
240420;0500;17;;
240420;0600;15;;
240420;0700;12;;
240420;0800;20;;
240420;0900;21;;
240420;1000;21;;
240420;1100;32;;
240420;1200;38;;
240420;1300;40;;
240420;1400;38;;
240420;1500;39;;
240420;1600;28;;
240420;1700;13;;
240420;1800;15;;
240420;1900;19;;
240420;2000;24;;
240420;2100;31;;
240420;2200;27;;
240420;2300;23;;
240421;0000;27;;
240421;0100;34;;
240421;0200;26;;
240421;0300;27;;
240421;0400;24;;
240421;0500;29;;
240421;0600;22;;
240421;0700;21;;
240421;0800;25;;
240421;0900;33;;
240421;1000;31;;
240421;1100;37;;
240421;1200;34;;
240421;1300;26;;
240421;1400;34;;
240421;1500;23;;
240421;1600;15;;
240421;1700;10;;
240421;1800;8;;
240421;1900;7;;
240421;2000;10;;
240421;2100;8;;
240421;2200;8;;
240421;2300;10;;
240422;0000;12;;
240422;0100;13;;
240422;0200;9;;
240422;0300;7;;
240422;0400;9;;
240422;0500;10;;
240422;0600;10;;
240422;0700;8;;
240422;0800;8;;
240422;0900;8;;
240422;1000;4;;
240422;1100;10;;
240422;1200;9;;
240422;1300;9;;
240422;1400;8;;
240422;1500;15;;
240422;1600;10;;
240422;1700;5;;
240422;1800;3;;
240422;1900;4;;
240422;2000;6;;
240422;2100;6;;
240422;2200;8;;
240422;2300;6;;
240423;0000;9;;
240423;0100;5;;
240423;0200;4;;
240423;0300;3;;
240423;0400;7;;
240423;0500;8;;
240423;0600;9;;
240423;0700;15;;
240423;0800;10;;
240423;0900;19;;
240423;1000;16;;
240423;1100;17;;
240423;1200;21;;
240423;1300;;;
240423;1400;;;
240423;1500;;;
240423;1600;;;
240423;1700;;;
240423;1800;;;
240423;1900;;;
240423;2000;;;
240423;2100;;;
240423;2200;;;
240423;2300;;;
240424;0000;;;
240424;0100;;;
240424;0200;;;
240424;0300;;;
240424;0400;;;
240424;0500;;;
240424;0600;;;
240424;0700;;;
240424;0800;;;
240424;0900;;;
240424;1000;;;
240424;1100;8;;
240424;1200;11;;
240424;1300;13;;
240424;1400;22;;
240424;1500;20;;
240424;1600;8;;
240424;1700;6;;
240424;1800;4;;
240424;1900;8;;
240424;2000;8;;
240424;2100;7;;
240424;2200;8;;
240424;2300;7;;
240425;0000;7;;
240425;0100;6;;
240425;0200;5;;
240425;0300;4;;
240425;0400;6;;
240425;0500;4;;
240425;0600;4;;
240425;0700;7;;
240425;0800;9;;
240425;0900;12;;
240425;1000;7;;
240425;1100;11;;
240425;1200;28;;
240425;1300;23;;
240425;1400;19;;
240425;1500;17;;
240425;1600;13;;
240425;1700;11;;
240425;1800;8;;
240425;1900;14;;
240425;2000;10;;
240425;2100;15;;
240425;2200;10;;
240425;2300;9;;
240426;0000;14;;
240426;0100;10;;
240426;0200;11;;
240426;0300;8;;
240426;0400;6;;
240426;0500;10;;
240426;0600;9;;
240426;0700;7;;
240426;0800;12;;
240426;0900;8;;
240426;1000;11;;
240426;1100;17;;
240426;1200;14;;
240426;1300;14;;
240426;1400;12;;
240426;1500;15;;
240426;1600;15;;
240426;1700;9;;
240426;1800;6;;
240426;1900;4;;
240426;2000;9;;
240426;2100;10;;
240426;2200;10;;
240426;2300;9;;
240427;0000;9;;
240427;0100;8;;
240427;0200;5;;
240427;0300;4;;
240427;0400;6;;
240427;0500;6;;
240427;0600;4;;
240427;0700;7;;
240427;0800;6;;
240427;0900;5;;
240427;1000;8;;
240427;1100;13;;
240427;1200;13;;
240427;1300;13;;
240427;1400;17;;
240427;1500;13;;
240427;1600;26;;
240427;1700;9;;
240427;1800;9;;
240427;1900;10;;
240427;2000;16;;
240427;2100;27;;
240427;2200;13;;
240427;2300;16;;
240428;0000;25;;
240428;0100;16;;
240428;0200;17;;
240428;0300;13;;
240428;0400;16;;
240428;0500;14;;
240428;0600;12;;
240428;0700;15;;
240428;0800;14;;
240428;0900;15;;
240428;1000;13;;
240428;1100;16;;
240428;1200;14;;
240428;1300;19;;
240428;1400;25;;
240428;1500;30;;
240428;1600;33;;
240428;1700;29;;
240428;1800;26;;
240428;1900;27;;
240428;2000;23;;
240428;2100;23;;
240428;2200;23;;
240428;2300;24;;
240429;0000;21;;
240429;0100;21;;
240429;0200;23;;
240429;0300;19;;
240429;0400;18;;
240429;0500;17;;
240429;0600;14;;
240429;0700;17;;
240429;0800;20;;
240429;0900;20;;
240429;1000;21;;
240429;1100;19;;
240429;1200;18;;
240429;1300;19;;
240429;1400;13;;
240429;1500;10;;
240429;1600;8;;
240429;1700;7;;
240429;1800;5;;
240429;1900;4;;
240429;2000;3;;
240429;2100;3;;
240429;2200;2;;
240429;2300;1;;
240430;0000;6;;
240430;0100;5;;
240430;0200;2;;
240430;0300;2;;
240430;0400;5;;
240430;0500;4;;
240430;0600;1;;
240430;0700;1;;
240430;0800;2;;
240430;0900;8;;
240430;1000;7;;
240430;1100;8;;
240430;1200;5;;
240430;1300;6;;
240430;1400;6;;
240430;1500;3;;
240430;1600;6;;
240430;1700;6;;
240430;1800;7;;
240430;1900;12;;
240430;2000;11;;
240430;2100;9;;
240430;2200;10;;
240430;2300;;;
240501;0000;;;
240501;0100;;;
240501;0200;;;
240501;0300;6;;
240501;0400;5;;
240501;0500;10;;
240501;0600;14;;
240501;0700;17;;
240501;0800;17;;
240501;0900;16;;
240501;1000;17;;
240501;1100;10;;
240501;1200;12;;
240501;1300;13;;
240501;1400;10;;
240501;1500;9;;
240501;1600;7;;
240501;1700;7;;
240501;1800;9;;
240501;1900;10;;
240501;2000;8;;
240501;2100;5;;
240501;2200;4;;
240501;2300;4;;
240502;0000;5;;
240502;0100;4;;
240502;0200;3;;
240502;0300;2;;
240502;0400;3;;
240502;0500;2;;
240502;0600;4;;
240502;0700;7;;
240502;0800;8;;
240502;0900;10;;
240502;1000;7;;
240502;1100;3;;
240502;1200;4;;
240502;1300;9;;
240502;1400;16;;
240502;1500;17;;
240502;1600;16;;
240502;1700;14;;
240502;1800;17;;
240502;1900;15;;
240502;2000;17;;
240502;2100;21;;
240502;2200;20;;
240502;2300;24;;
240503;0000;17;;
240503;0100;17;;
240503;0200;13;;
240503;0300;11;;
240503;0400;12;;
240503;0500;12;;
240503;0600;12;;
240503;0700;9;;
240503;0800;14;;
240503;0900;15;;
240503;1000;19;;
240503;1100;25;;
240503;1200;27;;
240503;1300;26;;
240503;1400;28;;
240503;1500;26;;
240503;1600;23;;
240503;1700;20;;
240503;1800;11;;
240503;1900;17;;
240503;2000;22;;
240503;2100;20;;
240503;2200;22;;
240503;2300;20;;
240504;0000;21;;
240504;0100;22;;
240504;0200;17;;
240504;0300;19;;
240504;0400;14;;
240504;0500;17;;
240504;0600;13;;
240504;0700;17;;
240504;0800;21;;
240504;0900;18;;
240504;1000;23;;
240504;1100;21;;
240504;1200;31;;
240504;1300;26;;
240504;1400;19;;
240504;1500;21;;
240504;1600;9;;
240504;1700;12;;
240504;1800;11;;
240504;1900;13;;
240504;2000;16;;
240504;2100;22;;
240504;2200;20;;
240504;2300;16;;
240505;0000;17;;
240505;0100;22;;
240505;0200;17;;
240505;0300;28;;
240505;0400;15;;
240505;0500;14;;
240505;0600;15;;
240505;0700;10;;
240505;0800;9;;
240505;0900;14;;
240505;1000;11;;
240505;1100;11;;
240505;1200;15;;
240505;1300;18;;
240505;1400;22;;
240505;1500;30;;
240505;1600;28;;
240505;1700;32;;
240505;1800;27;;
240505;1900;23;;
240505;2000;26;;
240505;2100;29;;
240505;2200;22;;
240505;2300;24;;
240506;0000;26;;
